SourceStimuliName,SourceStimuliNameArray,Brow Furrow,Cheek Raise,Inner Brow Raise,Lip Suck,Pitch
Sad,0,6.307465553,6.38E-05,42.88413239,0.042974971,-15.82433414
Sad,0,4.01089859,6.01E-05,43.2027359,0.050848648,-12.77520084
Sad,0,2.647909641,4.82E-05,45.12947083,0.059956875,-12.6667223
Fearful,1,0.276526481,2.844834089,0.325488061,0.059046105,-13.76459312
Fearful,1,0.266614914,3.007633448,0.318225831,0.037894592,-13.55423641
Fearful,1,0.252630651,3.180046082,0.303625286,0.08451049,-13.40565395
Fearful,1,0.33669439,3.48993516,0.313501328,0.072952837,-14.95565224
Fearful,1,0.36178264,4.313100815,0.378671318,0.067825481,-14.69940758
Fearful,1,0.270422876,5.30606842,0.37912038,0.069399588,-15.00242138
Fearful,1,0.300099701,5.533178806,0.403592646,0.069426842,-14.53949928
Fearful,1,0.256280601,6.043442249,0.454811037,0.070536993,-14.92769432
Fearful,1,0.266849577,6.291441917,0.487267017,0.063938431,-14.05600262
Fearful,1,0.242492467,7.064692497,0.548003376,0.070391275,-14.47697163
Fearful,1,0.246909723,8.182691574,0.589374483,0.079742379,-14.5884285
Fearful,1,0.317702621,8.397809029,0.513970852,0.087875426,-14.55103302
Fearful,1,0.277661741,10.1614151,0.527020574,0.101365842,-14.32319641
Fearful,1,0.308274537,10.9274044,0.466534197,0.106094047,-15.0287056
Fearful,1,0.291521758,12.06099033,0.406559795,0.112638079,-14.80546665
Fearful,1,0.255833507,14.14399815,0.379887432,0.134671062,-15.33942318
Fearful,1,0.234592751,17.16657448,0.347926527,0.168545917,-15.91038609
Fearful,1,0.217130587,20.71938515,0.357418746,0.240937024,-15.76132774
Fearful,1,0.198464558,23.99133873,0.359304935,0.272654444,-15.30898094
Fearful,1,0.19762142,27.23323822,0.376972347,0.349732935,-15.64084816
Fearful,1,0.186687097,31.05329704,0.352828711,0.476506263,-15.12783909
Fearful,1,0.17193681,34.66502762,0.349372506,0.636865318,-15.43167019
Fearful,1,0.156947657,37.84886551,0.336711973,0.776107967,-15.63667965
Fearful,1,0.140821651,40.59164047,0.299832612,0.88810122,-16.09358025
Fearful,1,0.137453482,42.61074066,0.29649508,1.119993567,-14.60216618
Fearful,1,0.131878793,44.75640869,0.286964357,1.19622314,-14.48308468
Fearful,1,0.123834901,46.28490067,0.270784616,1.269396663,-14.15429878
Fearful,1,0.106437899,45.61839676,0.26722613,1.532069921,-15.26398849
Fearful,1,0.100110747,45.28942108,0.261511385,1.61331296,-14.92284966
Fearful,1,0.097036146,44.54225922,0.291526735,1.920582414,-15.0274744
Fearful,1,0.087317504,43.52240753,0.346964836,2.602430582,-14.10671616
Fearful,1,0.076963507,44.89763641,0.38117519,4.222043991,-14.26501656
Fearful,1,0.072013363,45.07441711,0.423461854,7.62105751,-14.45706367
Fearful,1,0.063564911,45.94091034,0.366959661,13.44103527,-14.70506477
Fearful,1,0.05695897,46.79940033,0.319666624,21.3174324,-13.66100025
Fearful,1,0.055060089,47.53740311,0.294258893,31.95976448,-14.7286644
Fearful,1,0.056723028,47.80727005,0.278298616,42.87187958,-13.76309967
Fearful,1,0.05234715,49.00709915,0.252427548,53.58096313,-14.41646194
Fearful,1,0.049933512,49.47693253,0.255228132,64.26618195,-13.90876198
Fearful,1,0.048604108,50.96310043,0.232340574,78.08834839,-14.33818626
Fearful,1,0.047077727,51.44766235,0.203534573,86.69319153,-15.09322357
Fearful,1,0.044553194,52.4115715,0.175551668,91.95107269,-15.05212688
Fearful,1,0.03980742,53.52841568,0.154483154,95.38700867,-16.165205
Fearful,1,0.040971316,51.91056824,0.16331248,97.08086395,-15.90241718
Fearful,1,0.039610293,51.46007919,0.149849012,98.36759186,-17.00200653
Fearful,1,0.039554577,50.37859726,0.149963781,99.09596252,-15.85492134
Fearful,1,0.042345565,47.6437912,0.138180226,99.37421417,-15.81702614
Fearful,1,0.045466796,43.60444641,0.131457061,99.38292694,-16.08034706
Fearful,1,0.048845924,39.35984421,0.129844517,99.3234787,-15.94396877
Fearful,1,0.05451449,34.86125946,0.149350271,99.25202942,-15.79747486
Fearful,1,0.05940526,30.2346096,0.167013407,99.26222229,-15.514575
Fearful,1,0.061458763,26.75607681,0.192233279,99.21648407,-15.87349987
Fearful,1,0.068478256,22.79537392,0.19215937,99.20917511,-15.56442165
Fearful,1,0.076883279,19.27271461,0.211285636,99.20267487,-15.02409744
Fearful,1,0.086683251,16.84632683,0.212460533,99.26774597,-15.39621639
Fearful,1,0.102770902,14.45498466,0.242645577,99.19527435,-14.76188087
Fearful,1,0.114187233,12.66940498,0.240686744,99.07098389,-14.70765972
Fearful,1,0.127794594,10.90215492,0.276447594,99.13851166,-14.66133785
Fearful,1,0.155457348,10.1925745,0.34003365,99.15233612,-14.40609455
Fearful,1,0.191258669,8.61034584,0.367117286,99.08145905,-15.13897419
Fearful,1,0.203637272,8.070070267,0.438885331,98.98725128,-14.22481537
Fearful,1,0.266435564,6.945255756,0.464837849,98.68840027,-14.21155453
Fearful,1,0.33949098,6.112970829,0.470642686,98.4775238,-14.05435181
Fearful,1,0.378857344,5.925994396,0.490992367,98.44924164,-14.45676994
Fearful,1,0.474117965,5.06291008,0.501900375,98.32371521,-14.66821194
Fearful,1,0.558483005,4.390550137,0.522628486,98.06536102,-14.75640869
Fearful,1,0.613453031,3.666944981,0.537840426,97.75392151,-15.5150032
Fearful,1,0.679172933,3.212188482,0.507290363,97.76861572,-14.46860504
Fearful,1,0.831330121,2.684821844,0.517655611,97.58259583,-14.51721001
Fearful,1,0.964472294,2.268292189,0.491046876,97.65400696,-14.94442654
Fearful,1,1.01198113,1.842524052,0.426742166,97.48513031,-15.45251369
Fearful,1,1.27276814,1.450638771,0.430348903,97.28329468,-15.32943058
Fearful,1,1.584214926,1.093825102,0.518924296,97.27752686,-14.41141891
Fearful,1,1.742999434,0.808280051,0.506764531,96.45344543,-14.72916794
Fearful,1,2.16088438,0.649230123,0.45238322,95.63079071,-14.55431175
Fearful,1,2.363318682,0.51250273,0.459922642,95.41714478,-14.58541775
Fearful,1,2.809096575,0.418858379,0.430775315,95.19661713,-15.11944294
Fearful,1,3.112254381,0.361369669,0.426439971,95.82142639,-15.31827736
Fearful,1,3.29518342,0.310266018,0.409913301,96.23066711,-15.1583395
Fearful,1,3.590855122,0.248269945,0.395215094,95.5752182,-14.57174206
Fearful,1,3.875377655,0.203100249,0.388878196,94.41486359,-14.48457527
Fearful,1,3.829987288,0.171424329,0.368364692,94.2872467,-14.75066948
Fearful,1,4.247778893,0.138980001,0.357795238,93.80381775,-14.17142296
Fearful,1,4.853336811,0.118651971,0.381637156,92.51374817,-14.45355988
Fearful,1,5.857679844,0.103850834,0.370113254,91.28007507,-14.87076092
Fearful,1,7.297353268,0.089267507,0.405331761,89.64089966,-14.55524254
Fearful,1,8.491527557,0.08153066,0.502376914,87.4307251,-14.14675236
Fearful,1,10.31424046,0.073451929,0.566809654,87.6736145,-14.55491924
Fearful,1,13.02923107,0.061582457,0.560560167,86.0936203,-14.4905653
Fearful,1,16.26831245,0.047311187,0.612284243,86.95400238,-12.9240036
Fearful,1,17.42798805,0.037570551,0.685715318,83.95129395,-13.21299458
Fearful,1,20.49979019,0.024320247,0.723733664,81.30368805,-13.45988655
Fearful,1,22.71311188,0.017785246,0.698511004,72.38304901,-14.92074966
Fearful,1,23.03793335,0.011652656,0.73238498,57.78992844,-14.36549759
Fearful,1,25.06912804,0.006794199,0.768577814,43.80981445,-13.41827393
Fearful,1,26.50522423,0.004830818,0.870551467,35.05124283,-13.20966053
Fearful,1,28.82769775,0.003292805,0.984412372,25.29374313,-13.316185
Fearful,1,31.31136131,0.002580227,1.103423595,17.32139397,-13.00869274
Fearful,1,34.86007309,0.001832597,1.266596913,11.83635998,-13.63543129
Fearful,1,37.01575851,0.001249882,1.35913074,7.531742096,-13.59003353
Fearful,1,37.16532516,0.000868607,1.690563083,5.173121929,-12.91327572
Fearful,1,39.63233948,0.000618671,1.890779257,3.263380051,-13.80816174
Fearful,1,35.56085968,0.000438337,2.08673048,1.927096248,-13.31002522
Fearful,1,35.88592148,0.000343025,2.213187933,0.995364964,-14.00409317
Fearful,1,39.48299026,0.000279392,2.384694576,0.596339166,-13.69893742
Fearful,1,39.84521484,0.000230235,2.475572586,0.311477482,-14.96923923
Fearful,1,44.47200394,0.000179259,2.461240053,0.218711078,-14.14996243
Fearful,1,50.65220642,0.000127972,2.304461718,0.124622658,-15.20499325
Fearful,1,56.90091324,9.28E-05,2.476673841,0.101483442,-14.48418427
Fearful,1,61.71689987,6.78E-05,2.307976723,0.091178887,-14.76174259
Fearful,1,64.23767853,4.85E-05,2.616731644,0.075744845,-13.53344536
Fearful,1,68.14186859,3.46E-05,2.71220088,0.066870905,-14.34574509
Fearful,1,73.27957153,2.39E-05,2.872536421,0.066001743,-14.16085243
Fearful,1,76.53292847,1.73E-05,3.22074461,0.058631174,-13.68818665
Fearful,1,77.93225861,1.25E-05,3.565511465,0.055478178,-13.55734158
Fearful,1,79.01436615,8.86E-06,3.642486811,0.059480526,-14.15586185
Fearful,1,78.37386322,5.85E-06,3.824938536,0.057213526,-13.56032276
Fearful,1,77.82276154,4.44E-06,4.02649498,0.061593667,-14.21064854
Fearful,1,77.86693573,3.22E-06,3.686324358,0.060087021,-14.54978657
Fearful,1,75.80867004,2.87E-06,3.490479708,0.064518668,-15.10741043
Fearful,1,73.13484192,2.94E-06,3.573256493,0.071917549,-14.62564278
Fearful,1,70.04398346,3.77E-06,4.149774551,0.079131812,-14.42802715
Fearful,1,65.60475922,5.01E-06,4.945701122,0.06653592,-14.18869591
Fearful,1,57.59635162,7.31E-06,6.711746693,0.084558859,-14.81089497
Fearful,1,53.02633286,1.21E-05,7.932410717,0.111592285,-14.25020885
Fearful,1,46.17942429,2.08E-05,9.715882301,0.151080057,-14.02268696
Fearful,1,41.04154587,3.25E-05,10.3021946,0.228889853,-13.76884747
Fearful,1,33.67147064,4.41E-05,11.59307098,0.343339503,-12.3024559
Fearful,1,26.65793228,4.60E-05,12.5062151,0.468999803,-12.08371067
Fearful,1,20.28925514,5.39E-05,13.65354633,0.52263695,-11.7327795
Fearful,1,15.19503117,6.54E-05,14.55072784,0.608378172,-10.9096632
Fearful,1,12.78575134,7.87E-05,15.63878632,0.706426382,-11.00351906
Fearful,1,10.9482708,9.39E-05,16.75541496,0.741852105,-10.49093533
Fearful,1,9.265127182,0.000103517,18.40833855,0.783490002,-10.70689869
Fearful,1,7.369897366,0.000113954,22.24817848,0.980148852,-10.55164909
Fearful,1,4.889159679,0.000123238,26.75420761,1.17474401,-11.31830215
Fearful,1,3.104570866,0.000118106,29.64586258,1.371482253,-10.58906269
