SourceStimuliName,SourceStimuliArray,Brow Furrow,Brow Raise,Cheek Raise,Chin Raise,Dimpler,Eye Closure,Eye Widen,Inner Brow Raise,Jaw Drop,Lip Corner Depressor,Lip Press,Lip Pucker,Lip Stretch,Lip Suck,Lid Tighten,Mouth Open,Nose Wrinkle,Smile,Smirk,Upper Lip Raise
Happy,5,0.273538858,2.93E-06,0.000198314,0.037910096,0.217359751,0.000122605,8.10E-07,0.172703922,0.129398108,0.001472624,0.264891922,0.01083153,0.011722344,3.494900465,0.385462403,0.00520579,8.72E-06,0.027775118,2.215200186,2.35E-08
Happy,5,0.284558207,3.11E-06,0.000203556,0.040764306,0.228078946,0.000245377,1.12E-06,0.192080542,0.127082944,0.001465403,0.283477992,0.011051355,0.012186847,3.461692572,0.450907767,0.005730666,1.51E-05,0.028249532,2.28659606,3.87E-08
Happy,5,0.279634386,2.94E-06,0.00021834,0.041008223,0.214609846,0.000278379,1.12E-06,0.176487222,0.129542246,0.001547282,0.237265244,0.011418444,0.012586041,3.05997324,0.480591297,0.006684829,1.87E-05,0.030457206,2.354088783,4.49E-08
Happy,5,0.288863033,2.68E-06,0.000203999,0.041276034,0.20482567,0.000173613,9.87E-07,0.160452008,0.133596301,0.001520366,0.199924663,0.01166514,0.012366385,2.791717768,0.504478991,0.006742628,1.84E-05,0.028026707,2.349215031,4.85E-08
Happy,5,0.281504273,2.52E-06,0.000196927,0.04191272,0.204278529,0.000126753,1.27E-06,0.158718273,0.137082472,0.001528944,0.191002771,0.011613609,0.012201369,2.504515648,0.516025245,0.007904233,2.10E-05,0.027326537,2.370857954,6.29E-08
Happy,5,0.289017469,2.64E-06,0.000205385,0.044161204,0.177200511,0.000161271,1.31E-06,0.135199353,0.138848826,0.001607223,0.169123784,0.011415766,0.011860711,2.182157278,0.550061762,0.007243399,2.65E-05,0.027891295,2.557937145,9.24E-08
Happy,5,0.277272522,2.93E-06,0.000210099,0.042232849,0.164069921,9.69E-05,1.24E-06,0.130279064,0.139478952,0.001558007,0.183397189,0.011346482,0.012161122,1.916833639,0.577206671,0.006519532,1.97E-05,0.02833288,2.844030619,6.22E-08
Happy,5,0.287831515,2.81E-06,0.000211945,0.043200344,0.148179159,0.000111273,1.59E-06,0.136235461,0.143852443,0.001596405,0.134599492,0.011507528,0.012052649,1.738245606,0.62244451,0.006458051,1.39E-05,0.028107524,3.079714298,4.22E-08
Happy,5,0.294609964,3.05E-06,0.000228308,0.042714559,0.159262359,0.000227846,1.85E-06,0.138258681,0.147269711,0.001556048,0.143989757,0.011818148,0.01293382,1.64207828,0.676868379,0.00747458,2.17E-05,0.029330377,3.233336926,7.00E-08
Happy,5,0.299281895,3.16E-06,0.000268662,0.042232364,0.164325759,0.000167086,1.44E-06,0.131982833,0.145723104,0.001468456,0.147616655,0.011549214,0.012885897,1.753780723,0.715245724,0.008594015,2.44E-05,0.033264488,3.447811842,8.13E-08
Happy,5,0.308532983,3.08E-06,0.000302168,0.052191131,0.182888478,0.000150732,1.99E-06,0.144804224,0.145267472,0.001273606,0.205852032,0.011805174,0.013633814,1.927785397,0.780130684,0.010202163,4.35E-05,0.035835534,3.712734461,1.52E-07
Happy,5,0.310936779,3.58E-06,0.00036975,0.057727084,0.183481082,1.06E-05,1.87E-06,0.132623315,0.147836536,0.001054883,0.308263838,0.012904489,0.015182066,2.240113974,0.660790801,0.01179282,0.00015918,0.041270055,3.683589935,6.56E-07
Happy,5,0.298686326,4.95E-06,0.000493369,0.068759456,0.210500404,1.61E-07,2.65E-06,0.12443608,0.15434362,0.000835453,0.535749674,0.012998794,0.017754881,2.606235504,0.501624227,0.017548403,0.000691205,0.050476804,4.059683323,3.82E-06
Happy,5,0.27644366,8.53E-06,0.000625154,0.083510496,0.251976013,1.72E-09,4.77E-06,0.124133624,0.154595286,0.000649548,1.240061522,0.013072965,0.021587776,2.813617706,0.383585662,0.024439868,0.002362535,0.058284115,4.414541721,2.22E-05
Happy,5,0.264503717,1.94E-05,0.000746903,0.101023838,0.283034593,2.12E-10,6.93E-06,0.125195399,0.160762206,0.000480148,3.33212471,0.011689604,0.027855312,3.698147774,0.253274798,0.042445973,0.010676715,0.063474581,4.862065315,0.000214677
Happy,5,0.259130359,5.05E-05,0.000821279,0.127041742,0.34388864,8.76E-10,1.25E-05,0.134183139,0.157743037,0.000343325,5.922829151,0.009950129,0.036601495,4.790459633,0.162877992,0.081094861,0.028896576,0.064047262,5.199815273,0.001428086
Happy,5,0.261011511,0.000141678,0.000898415,0.116674237,0.315351009,9.84E-09,2.64E-05,0.145519316,0.155425459,0.00023876,8.192737579,0.009406477,0.045030892,4.360117435,0.100250192,0.159731627,0.088505492,0.064064875,5.961733818,0.010400961
Happy,5,0.261914313,0.000441949,0.001114794,0.113279991,0.248467952,7.54E-08,6.09E-05,0.153772101,0.150540233,0.000164989,9.673254013,0.008443017,0.056703191,3.187944651,0.063876241,0.345434576,0.228069499,0.071461581,6.014651299,0.070924073
Happy,5,0.242810935,0.001572093,0.001457622,0.111183077,0.198036045,7.84E-08,0.000158002,0.168322861,0.144625902,0.000109263,8.73049736,0.007839616,0.069899939,2.949590921,0.037381914,0.760521472,0.317877501,0.086265877,6.596520901,0.255200356
Happy,5,0.234557033,0.005079567,0.001901182,0.099259429,0.12354096,9.40E-08,0.00036014,0.193974435,0.144768313,7.81E-05,3.655578613,0.00737409,0.083045289,2.322271824,0.023148572,2.791368961,0.429439783,0.104587801,6.990550995,0.859217286
Happy,5,0.192659169,0.01624891,0.002624187,0.083331406,0.066999666,4.29E-08,0.00076843,0.216171905,0.146026075,5.40E-05,1.158571362,0.007029146,0.095004812,1.809836149,0.016144479,9.21269989,0.258829683,0.138794288,7.094830513,0.882768691
Happy,5,0.143247858,0.04065175,0.004009752,0.068955436,0.030842863,2.41E-07,0.001213799,0.207086816,0.146527886,4.05E-05,0.159720212,0.006061804,0.112294711,1.298846841,0.011656445,31.21566391,0.216571987,0.211936891,6.749040604,0.778907061
Happy,5,0.119643144,0.071346447,0.006357904,0.06978552,0.013917004,2.99E-07,0.001806892,0.210134819,0.140495807,3.47E-05,0.027464053,0.005474703,0.141838759,0.951633573,0.009738426,67.87494659,0.186522618,0.334643573,6.397405624,0.357937932
Happy,5,0.106121644,0.091155134,0.010307479,0.066816725,0.006688782,2.05E-06,0.002050919,0.199833632,0.139881745,2.67E-05,0.005696455,0.004943043,0.17226024,0.758827925,0.008826689,89.53742981,0.211706892,0.531418383,5.938754082,0.176344544
Happy,5,0.105561078,0.111100547,0.017382683,0.07691592,0.002998708,4.10E-06,0.00230385,0.201101482,0.139824808,2.14E-05,0.001438755,0.00429942,0.203777447,0.632906914,0.007993419,97.05640411,0.1647598,0.872950912,5.513674259,0.046424072
Happy,5,0.096985415,0.118014604,0.029179789,0.085517995,0.001414023,8.18E-06,0.003174637,0.218363896,0.144440785,1.75E-05,0.000448804,0.004051386,0.246382609,0.543406188,0.008614996,99.2889328,0.100463361,1.47366643,5.234354019,0.008182947
Happy,5,0.081665173,0.142178893,0.05951906,0.067986816,0.000650558,1.32E-05,0.003437415,0.231997967,0.145709291,1.48E-05,0.000288097,0.003615238,0.301262707,0.363170177,0.009625603,99.82868195,0.116545446,2.921658278,4.370675564,0.002838201
Happy,5,0.068168417,0.160668477,0.118407018,0.065165691,0.000283502,1.80E-05,0.003609147,0.257823199,0.1483493,1.16E-05,0.000205745,0.003243621,0.359948099,0.228064075,0.012696045,99.96034241,0.067227118,5.667510986,3.634304047,0.000411342
Happy,5,0.053479917,0.189167216,0.253757715,0.066927679,0.000119274,4.52E-05,0.002623657,0.273699284,0.161428273,9.95E-06,0.000270374,0.003252679,0.431150764,0.165319189,0.018544063,99.98969269,0.058400501,11.5836916,3.370042324,0.000106857
Happy,5,0.04708473,0.187168151,0.445074141,0.060544092,4.52E-05,7.39E-05,0.001551801,0.295754284,0.163910821,8.17E-06,0.000357402,0.00300345,0.526837647,0.115714133,0.027336698,99.99688721,0.042974479,19.34559059,2.882917881,3.02E-05
Happy,5,0.036857504,0.18435578,0.809643328,0.053147066,2.14E-05,4.83E-05,0.000921822,0.310264975,0.17259635,6.26E-06,0.000520717,0.002846729,0.647798061,0.069448344,0.046000894,99.99885559,0.025794862,31.65989876,2.37329483,1.12E-05
Happy,5,0.033077117,0.224532366,1.583913088,0.04891577,1.01E-05,2.86E-05,0.000507329,0.344167888,0.175789997,5.45E-06,0.000587863,0.002893055,0.816061258,0.040459875,0.081591979,99.99960327,0.019252835,47.66436386,1.681203127,6.25E-06
Happy,5,0.028146729,0.240333438,2.791312218,0.055967681,6.82E-06,2.98E-05,0.000233386,0.33839795,0.176816151,4.65E-06,0.000824523,0.002817697,0.975093305,0.035922293,0.136603668,99.99985504,0.017566884,62.61590576,1.065401196,4.80E-06
Happy,5,0.025757285,0.257486939,4.740984917,0.061101034,4.32E-06,6.06E-05,9.96E-05,0.341768533,0.178330883,3.45E-06,0.001097711,0.002590599,1.184706807,0.03875903,0.232699201,99.99993896,0.021570681,74.48344421,0.646125138,5.36E-06
Happy,5,0.02487321,0.293496698,8.389870644,0.070237085,3.12E-06,0.000130819,3.58E-05,0.328789234,0.175892189,2.92E-06,0.001317112,0.002303597,1.522822857,0.037765414,0.407193005,99.99997711,0.020140609,84.22258759,0.353500545,4.64E-06
Happy,5,0.024840957,0.334752828,14.37381172,0.081828795,2.71E-06,6.90E-05,1.74E-05,0.32765609,0.173092067,2.61E-06,0.00179756,0.002160784,1.865586996,0.041451342,0.687530398,99.99998474,0.027825903,90.66867828,0.204794005,6.55E-06
Happy,5,0.024425471,0.372827768,23.04605675,0.096790172,2.92E-06,0.000168084,7.88E-06,0.31608066,0.16765146,2.20E-06,0.002435325,0.002079562,2.339301109,0.0476567,1.092069507,99.99998474,0.04584593,94.5300293,0.111577466,1.17E-05
Happy,5,0.023716673,0.394399047,35.3662529,0.113233976,3.74E-06,0.000125613,5.19E-06,0.393649548,0.163583577,1.63E-06,0.002539113,0.00184267,2.878783941,0.051743966,1.593938708,99.99998474,0.070316583,96.88922119,0.055628289,1.87E-05
Happy,5,0.021673761,0.441635251,48.63337708,0.121825658,5.01E-06,0.00016417,3.43E-06,0.449038804,0.157173544,1.52E-06,0.003509698,0.001718467,3.699737549,0.065969788,1.962972999,99.99998474,0.113282956,98.18760681,0.029146768,3.34E-05
Happy,5,0.019516006,0.446323484,62.27190018,0.118115589,6.47E-06,4.54E-05,2.49E-06,0.494706333,0.15976797,1.44E-06,0.003216055,0.001562458,4.229360104,0.0686666,2.219108105,99.99998474,0.10737972,98.97878265,0.014761722,3.23E-05
Happy,5,0.018754564,0.488904893,72.81509399,0.118172258,9.01E-06,4.81E-05,1.87E-06,0.525844276,0.156893194,1.17E-06,0.003865108,0.001466786,5.00424242,0.07071536,2.467829704,99.99998474,0.162940502,99.367836,0.007881649,5.43E-05
Happy,5,0.016866047,0.505610168,80.87702179,0.115930647,1.12E-05,8.30E-05,1.83E-06,0.55771637,0.157170713,1.18E-06,0.004381293,0.001335662,5.699438572,0.073205046,2.519626379,100,0.1630923,99.61762238,0.004041148,5.42E-05
Happy,5,0.016225036,0.480468601,86.08908844,0.118018597,1.50E-05,0.000157361,1.65E-06,0.585451066,0.151252061,1.26E-06,0.004125963,0.001178548,6.272845745,0.083307154,2.389458418,100,0.17900604,99.75331116,0.002464707,5.61E-05
Happy,5,0.015300801,0.383210331,89.13243866,0.110582255,1.78E-05,0.000104631,1.54E-06,0.620830536,0.150139883,1.22E-06,0.00428888,0.001079476,6.55913353,0.085706443,2.421766996,100,0.165600866,99.82702637,0.001595955,5.67E-05
Happy,5,0.016064443,0.24386321,91.91294861,0.0909786,2.58E-05,7.36E-05,1.30E-06,0.71169734,0.148120478,1.38E-06,0.005767293,0.000983842,6.296712399,0.086063489,2.402789354,100,0.146427736,99.8836441,0.000920721,5.30E-05
Happy,5,0.015644144,0.106262267,94.57775116,0.088622868,3.23E-05,3.60E-05,1.20E-06,0.774796665,0.147098646,1.70E-06,0.0050999,0.00097172,6.046367168,0.095695376,2.239759445,100,0.125561789,99.93151093,0.000466627,4.58E-05
Happy,5,0.014562979,0.040831689,96.47341919,0.096824668,4.43E-05,3.56E-05,1.34E-06,0.865297616,0.150748149,2.12E-06,0.006960834,0.000990283,5.639434814,0.097784594,2.281857967,100,0.090309568,99.96076965,0.0002414,3.18E-05
Happy,5,0.013737455,0.015415407,97.53372955,0.093303151,5.29E-05,9.75E-06,1.54E-06,0.918623507,0.151732147,2.36E-06,0.007817638,0.000944504,5.588260651,0.105597138,2.108188868,100,0.10828793,99.97518921,0.000129033,4.11E-05
Happy,5,0.013346684,0.005664105,98.17542267,0.087823279,6.24E-05,4.86E-07,1.69E-06,1.010966063,0.153244048,3.00E-06,0.008877065,0.000943481,5.498321056,0.116925851,1.692870736,100,0.090454161,99.98323059,8.39E-05,3.90E-05
Happy,5,0.012134433,0.002049203,98.65270233,0.06913396,7.58E-05,5.85E-09,3.56E-06,1.030457497,0.159487709,4.03E-06,0.01225073,0.000867949,5.50389576,0.102976181,1.253629327,100,0.06443055,99.98885345,4.82E-05,3.35E-05
Happy,5,0.01092592,0.001039537,98.87760925,0.063974477,9.96E-05,1.28E-10,1.60E-05,1.056844354,0.168863133,4.48E-06,0.013301466,0.000889833,5.557335377,0.095198952,0.877410173,99.99998474,0.063130185,99.9912262,3.18E-05,6.03E-05
Happy,5,0.011107708,0.000711335,98.97863007,0.058997389,0.000118244,8.23E-11,9.35E-05,1.109813929,0.170927212,5.62E-06,0.015453554,0.000869479,5.433119774,0.0913371,0.573341548,99.99998474,0.06036225,99.99224091,2.60E-05,0.000114768
Happy,5,0.012073228,0.000824645,98.99853516,0.05293034,0.000172359,8.82E-11,0.000500219,1.379724622,0.170364425,7.10E-06,0.019742791,0.000951044,5.783566475,0.082925446,0.321094573,99.99998474,0.058918551,99.99240875,2.20E-05,0.000253446
Happy,5,0.012394718,0.001732087,98.90557098,0.051414393,0.000214669,3.84E-10,0.002219279,1.581361175,0.181462198,6.70E-06,0.019460652,0.000988172,5.705366611,0.084004961,0.196322575,99.99998474,0.058942199,99.99152374,2.05E-05,0.000793968
Happy,5,0.013087496,0.00469122,98.81574249,0.045088839,0.000295378,8.08E-10,0.010398185,1.864602447,0.187774077,7.88E-06,0.019781003,0.001075687,5.746974945,0.076266088,0.126707539,99.99998474,0.084167533,99.99059296,2.09E-05,0.003280409
Happy,5,0.01332438,0.012965927,98.64723969,0.041245453,0.000327339,2.61E-09,0.046038751,2.389101982,0.180612206,9.12E-06,0.018554181,0.001027754,5.874208927,0.072340354,0.084394887,99.99998474,0.093013525,99.98885345,2.11E-05,0.009664426
Happy,5,0.01418197,0.035704549,98.40895081,0.032274008,0.00044776,2.34E-09,0.173221141,2.982179642,0.177164763,1.06E-05,0.01408538,0.000992322,6.216180801,0.063568391,0.054347459,99.99998474,0.104052171,99.98601532,2.41E-05,0.026871871
Happy,5,0.013967856,0.103172176,98.14955902,0.028689211,0.000485961,3.03E-09,0.476786762,3.237276077,0.186849684,1.05E-05,0.013331281,0.001119094,6.062523365,0.053799409,0.036888354,99.99998474,0.173267156,99.98297119,2.94E-05,0.122022033
Happy,5,0.014940597,0.289498568,97.78495789,0.02462345,0.000590798,3.57E-09,1.544405222,3.676746607,0.199196354,1.19E-05,0.010810264,0.001223703,5.943155289,0.045202941,0.02471452,99.99998474,0.207430825,99.97805023,3.78E-05,0.243802667
Happy,5,0.015789932,0.83807987,97.34220886,0.02161344,0.00063969,6.92E-09,4.031857491,4.37884903,0.190470651,1.41E-05,0.010587992,0.001156916,6.157122612,0.042002451,0.016002174,99.99998474,0.244763285,99.97174072,4.45E-05,0.418232143
Happy,5,0.016803123,2.169390917,96.95063019,0.019777458,0.000879982,6.21E-09,10.79791355,5.093390465,0.184983343,1.38E-05,0.010392178,0.001108288,6.267641544,0.036940135,0.010788216,99.99998474,0.296827674,99.9650116,5.02E-05,0.503570497
Happy,5,0.017753763,5.70524025,96.37259674,0.016738439,0.000987034,4.35E-08,21.5055542,5.94459486,0.185457081,1.55E-05,0.009340503,0.001118365,6.434565544,0.031482551,0.008178304,99.99998474,0.372721165,99.95503235,5.93E-05,0.611474335
Happy,5,0.018528458,12.22649765,95.8502655,0.014112256,0.001177296,1.35E-07,34.50973129,6.212458611,0.184930161,1.79E-05,0.010152871,0.001151503,6.324487209,0.029776223,0.005378766,99.99997711,0.460499763,99.94515991,6.99E-05,0.635765195
Happy,5,0.019034073,27.59783745,95.17683411,0.012028836,0.001207562,3.94E-07,56.10587311,7.128654957,0.184059426,2.00E-05,0.012945395,0.001064046,6.09552002,0.023416797,0.004278487,99.99997711,0.438909113,99.93216705,8.52E-05,0.551886261
Happy,5,0.018648075,50.16323853,94.45288086,0.012260558,0.001710165,2.16E-07,71.75480652,8.671386719,0.187486365,2.31E-05,0.017005716,0.001089268,6.055515766,0.022724327,0.003793625,99.99997711,0.396282375,99.91786957,0.000106386,0.41692546
Happy,5,0.017852288,72.215271,93.71446228,0.013428627,0.00175339,2.04E-07,73.4150238,10.50205994,0.193491116,2.69E-05,0.019943018,0.001054066,5.599504471,0.022686917,0.003701899,99.99998474,0.351239115,99.90285492,0.000131004,0.310772598
Happy,5,0.016011028,86.46009827,92.8033371,0.011439771,0.002113587,6.55E-07,57.51715469,11.09354115,0.207637027,3.04E-05,0.019458219,0.001059645,5.386600018,0.020938858,0.00408371,99.99998474,0.296226263,99.88406372,0.000150261,0.237353846
Happy,5,0.014079661,93.9433136,92.11102295,0.012135984,0.002193336,6.65E-07,27.36020279,12.1852932,0.22631675,3.06E-05,0.021974942,0.001077688,5.314707756,0.021758258,0.004257205,99.99998474,0.236598447,99.86964417,0.000165936,0.15229328
Happy,5,0.012928285,97.54946136,91.30810547,0.012016866,0.002491246,7.18E-07,11.98773479,12.1440382,0.244389609,3.41E-05,0.024119901,0.001218166,5.030768871,0.02170687,0.005350439,99.99998474,0.195094645,99.85140991,0.000193909,0.11481265
Happy,5,0.011425175,98.94406891,90.42895508,0.010973197,0.002312243,5.31E-07,4.326749325,11.12013721,0.251027644,3.41E-05,0.021726251,0.001264102,4.723705292,0.01935067,0.005972368,99.99997711,0.14958185,99.83155823,0.000205593,0.075551473
