SourceStimuliName,SourceStimuliArray,Brow Furrow,Brow Raise,Cheek Raise,Chin Raise,Dimpler,Eye Closure,Eye Widen,Inner Brow Raise,Jaw Drop,Lip Corner Depressor,Lip Press,Lip Pucker,Lip Stretch,Lip Suck,Lid Tighten,Mouth Open,Nose Wrinkle,Smile,Smirk,Upper Lip Raise
Angry,3,5.52148962,0.000306015,0.01774038,0.026552811,0.082985602,4.94E-06,2.03E-05,0.289705634,2.711990118,0.000679701,0.079738848,0.016127385,0.00754458,1.10359478,0.715200007,5.762145519,0.129108056,0.121133186,0.233458757,0.009060709
Angry,3,6.755752087,0.000224543,0.016782388,0.028102189,0.088706546,8.68E-06,1.93E-05,0.2918199,2.547023773,0.00060758,0.074001744,0.014528721,0.007967324,0.874172688,0.676126599,8.510168076,0.291173249,0.109666377,0.245789751,0.026630899
Angry,3,8.18146801,0.00015882,0.013368465,0.027957562,0.092680022,7.65E-06,2.26E-05,0.277213454,2.374071836,0.000537896,0.090533011,0.011761432,0.007920003,0.674716532,0.618988872,11.35332394,0.32895118,0.087266229,0.259583443,0.030959528
Angry,3,9.444470406,0.000104934,0.010722026,0.025759568,0.073606759,7.31E-06,2.22E-05,0.248848781,2.193300724,0.000485143,0.102609918,0.012237187,0.008283013,0.565749109,0.57252717,13.7796936,0.328856111,0.070345268,0.267588198,0.033306565
Angry,3,10.06419849,8.96E-05,0.010347936,0.026622698,0.058753096,3.79E-06,2.55E-05,0.258139282,2.148685217,0.000460753,0.102253042,0.01187275,0.008221703,0.489205867,0.545702279,18.45111275,0.296123743,0.066647299,0.257869333,0.030491956
Angry,3,11.48148441,7.91E-05,0.00881873,0.026862802,0.042030569,4.13E-06,3.38E-05,0.274001151,2.165266037,0.000417798,0.087485932,0.011278233,0.008361141,0.438637882,0.556426764,27.71704292,0.244247809,0.056158446,0.257127762,0.025374552
Angry,3,13.07096386,7.68E-05,0.008081922,0.021405462,0.033687301,2.11E-05,3.18E-05,0.264928967,2.228172779,0.000403655,0.080934167,0.012037969,0.00842902,0.328029871,0.587039828,41.65584946,0.217456684,0.050901216,0.247203454,0.023868209
Angry,3,14.91669846,6.29E-05,0.007264718,0.018194923,0.029393502,5.79E-05,3.22E-05,0.247159079,2.152774096,0.000394453,0.069269881,0.011960485,0.009209185,0.254393369,0.621384442,52.76540375,0.156767532,0.044932812,0.228828922,0.016074466
Angry,3,16.8663559,5.52E-05,0.006413085,0.016146248,0.023513,0.000172803,3.56E-05,0.236308008,2.121626854,0.000382967,0.051469803,0.013170624,0.009578804,0.195708126,0.674887538,64.43714905,0.106762819,0.039249182,0.22500962,0.01061045
Angry,3,18.48020554,4.81E-05,0.005290307,0.015324366,0.01893401,4.88E-05,3.86E-05,0.244026005,2.097695351,0.000370371,0.038113531,0.013335234,0.009825725,0.17853047,0.690768719,73.56268311,0.060947575,0.032992713,0.227752954,0.005535928
Angry,3,18.33728218,3.65E-05,0.004600549,0.013344737,0.016316587,2.37E-05,3.89E-05,0.258969218,2.07400012,0.000357631,0.031800017,0.013410048,0.010156261,0.156102598,0.690257609,74.04360962,0.03810256,0.0303858,0.248280466,0.003186758
Angry,3,18.56915092,3.35E-05,0.00454639,0.013635127,0.015762899,2.48E-05,4.05E-05,0.26216343,2.006497622,0.000376629,0.030832868,0.013739944,0.009863068,0.165169582,0.793920696,77.77651978,0.047972988,0.030765215,0.241230845,0.004367577
Angry,3,18.90468979,3.01E-05,0.004207036,0.012904957,0.01501157,8.18E-05,4.52E-05,0.294905365,2.013478041,0.000383495,0.02542931,0.015307105,0.009615743,0.136680439,0.975833476,78.71990967,0.043902982,0.029371232,0.239646465,0.003883941
Angry,3,21.9949131,2.33E-05,0.003703626,0.01095627,0.015103747,0.000255271,4.08E-05,0.318069935,2.028573275,0.000427248,0.026250498,0.014423002,0.008831817,0.115492895,1.105788469,78.05020142,0.027301691,0.026115248,0.209194824,0.002062271
Angry,3,23.60958481,1.86E-05,0.003282133,0.008449895,0.014480962,0.000322411,3.22E-05,0.346288353,2.119736433,0.000471933,0.028636415,0.015797794,0.008241043,0.093927965,1.272182226,73.9204483,0.012073331,0.023971247,0.209799349,0.000690079
Angry,3,22.3886795,1.66E-05,0.002713811,0.007764836,0.01576989,0.000598424,3.12E-05,0.384196371,2.23522377,0.000477164,0.036534563,0.017296791,0.007840806,0.098941945,1.69074142,67.56839752,0.005586425,0.021201348,0.20173125,0.000298744
Angry,3,25.69320488,1.35E-05,0.002378275,0.007099983,0.018366178,0.001180147,2.49E-05,0.4214077,2.5422194,0.000498205,0.035657912,0.019591684,0.007081551,0.080832504,2.249285936,63.08849335,0.004481289,0.018495027,0.184216246,0.000207601
Angry,3,32.55673599,9.71E-06,0.001857187,0.005451837,0.015516662,0.001163293,1.71E-05,0.390828401,2.995211601,0.000526286,0.034109432,0.024478041,0.006281164,0.053428147,2.516181707,54.53924561,0.002512828,0.014145168,0.170669869,8.12E-05
Angry,3,39.35353088,5.85E-06,0.00129079,0.004470486,0.014850124,0.000615808,9.41E-06,0.400206834,3.770463467,0.000517632,0.0265972,0.032907363,0.005270176,0.038364071,3.117535591,46.95243073,0.001069862,0.01006468,0.140544221,2.21E-05
Angry,3,48.7816391,3.71E-06,0.000956772,0.003809482,0.015977019,0.000344106,6.36E-06,0.406567514,4.50109911,0.000526562,0.029218597,0.043337632,0.004194813,0.025772026,4.313779354,47.18597794,0.000467907,0.007500556,0.111997209,6.41E-06
Angry,3,59.9548912,2.71E-06,0.00072151,0.002644226,0.018310033,0.000170782,3.27E-06,0.370472997,5.657464504,0.000559636,0.024679506,0.055618748,0.003354307,0.0174859,6.133333206,45.09868622,0.000292591,0.005340784,0.08994545,2.93E-06
Angry,3,72.59165955,1.88E-06,0.000471498,0.001902506,0.020064877,0.00015971,1.85E-06,0.319340736,6.701928139,0.000512505,0.021283457,0.08131551,0.002822813,0.010169624,9.588497162,41.68507004,0.000196016,0.003384563,0.078328602,1.46E-06
Angry,3,83.81027985,1.35E-06,0.000306551,0.001834774,0.024088323,0.000189888,1.18E-06,0.295085996,8.099972725,0.000539738,0.013773144,0.110738389,0.002418333,0.008389549,14.73635006,34.89538193,0.000212881,0.002063806,0.0687427,1.11E-06
Angry,3,91.17517853,9.38E-07,0.000193977,0.001500153,0.024147119,0.001321965,7.51E-07,0.23650527,9.161801338,0.000513407,0.010236846,0.151510298,0.002062877,0.005889494,24.36781883,31.6786747,0.000216652,0.001223858,0.060922988,7.19E-07
Angry,3,95.85344696,6.44E-07,0.000107233,0.001590442,0.028723748,0.005368137,5.87E-07,0.214027151,10.74678898,0.000514929,0.010668869,0.215270832,0.001860809,0.004526023,38.95117188,29.04824829,0.000133672,0.000636574,0.057334762,2.68E-07
Angry,3,97.83137512,3.87E-07,6.06E-05,0.001503051,0.032699272,0.020825924,4.25E-07,0.175937817,12.85645676,0.000542046,0.010785881,0.300112695,0.001655193,0.00325172,57.12643433,25.60549736,8.44E-05,0.000359649,0.053873155,1.31E-07
Angry,3,98.86302948,2.83E-07,3.44E-05,0.001650099,0.036767244,0.017747197,2.82E-07,0.144650012,13.99837875,0.000548195,0.010318582,0.386551112,0.001554505,0.002901211,73.72319031,23.50385666,0.000110432,0.000199733,0.053103309,1.47E-07
Angry,3,99.4414444,1.76E-07,1.75E-05,0.001600568,0.039686054,0.016201908,1.96E-07,0.112556987,14.6754818,0.000550391,0.012426185,0.536292255,0.001477693,0.002253599,84.36546326,19.89269447,7.93E-05,9.97E-05,0.052579403,7.76E-08
Angry,3,,,,,,,,,,,,,,,,,,,,
Angry,3,99.74225616,1.29E-07,1.02E-05,0.001642707,0.047800083,0.019231349,1.58E-07,0.082282022,15.6213007,0.000597605,0.013220892,0.720320046,0.001378132,0.002155306,91.26242065,18.14255905,7.73E-05,5.59E-05,0.05407811,5.47E-08
Angry,3,99.87364197,1.01E-07,5.82E-06,0.001669996,0.053071916,0.018378001,1.15E-07,0.060658976,16.36788368,0.000600284,0.017279534,0.922977269,0.001295019,0.002281366,95.41832733,17.09099388,9.75E-05,3.16E-05,0.055970706,6.10E-08
Angry,3,99.9367981,6.66E-08,3.36E-06,0.002005537,0.061052453,0.016701596,1.10E-07,0.048042174,17.35358429,0.00060979,0.022035137,1.224892259,0.001248696,0.002410296,97.58703613,16.00372696,7.07E-05,1.81E-05,0.057772122,3.67E-08
Angry,3,,,,,,,,,,,,,,,,,,,,
Angry,3,,,,,,,,,,,,,,,,,,,,
Sad,0,,,,,,,,,,,,,,,,,,,,
Sad,0,,,,,,,,,,,,,,,,,,,,
Sad,0,0.309675008,0.008474507,0.001964419,0.081791066,0.061618645,0.125163093,9.45E-06,0.099162683,0.187480822,0.000186962,0.225644916,0.009024209,0.016110417,0.294712931,0.854519129,2.559150934,0.020196166,0.022605106,0.341812551,0.039420363
Sad,0,0.272570312,0.001632769,0.007464487,0.077018052,0.104859568,0.364769697,5.21E-06,0.077595651,0.230776519,0.000522803,0.272158593,0.040696107,0.01850614,0.443311065,2.72603631,2.467943907,0.030400841,0.089523852,0.286028147,0.044016525
Sad,0,0.401276827,0.000664091,0.006389461,0.059911575,0.076124497,0.315740973,2.38E-06,0.045384113,0.20248042,0.001212157,0.202256724,0.022487901,0.017259477,0.350031555,4.132047176,1.782667637,0.030026175,0.076746501,0.163117856,0.032737013
Sad,0,0.671954453,0.000171175,0.003679294,0.070039138,0.091027938,0.145983592,2.90E-06,0.039268963,0.17520006,0.00091355,0.222588167,0.019660454,0.02119666,0.300245404,6.84629488,1.538343787,0.013355404,0.047741771,0.164319649,0.008806973
Sad,0,0.970133722,9.22E-05,0.002166647,0.07581909,0.103064455,0.053718831,2.37E-06,0.039597627,0.174767017,0.001004772,0.239907041,0.012843673,0.02629278,0.265357316,7.495696545,1.314693928,0.006849657,0.035236571,0.230433688,0.003075606
Sad,0,1.509254098,5.37E-05,0.001067475,0.08410424,0.11251545,0.017140852,2.65E-06,0.048103951,0.161955029,0.001002006,0.276169568,0.011407136,0.025780037,0.262993872,6.64414072,0.949668288,0.003161718,0.022577234,0.253663987,0.000838916
Sad,0,1.606215954,3.19E-05,0.000427626,0.081851453,0.118761025,0.008613303,3.22E-06,0.050340515,0.157761961,0.000791321,0.254655212,0.007665887,0.025156762,0.234234899,6.968458176,0.696518362,0.001176775,0.012220441,0.294970572,0.000218872
Sad,0,1.977101564,2.92E-05,0.000276631,0.098674223,0.129199952,0.003391872,2.95E-06,0.053740904,0.166241765,0.000722962,0.251299798,0.010818265,0.026569322,0.260550648,5.574119091,0.638668418,0.000887938,0.009461525,0.305910498,0.000118133
Sad,0,2.332174778,2.64E-05,0.000209841,0.09264762,0.130740166,0.003171221,2.96E-06,0.054365594,0.180037588,0.000870081,0.217128113,0.012450084,0.02077648,0.268471122,5.327160358,0.626016557,0.000456116,0.008511941,0.293382019,3.76E-05
Sad,0,3.703872442,1.60E-05,0.000149304,0.076019131,0.140444443,0.00313809,2.64E-06,0.054253988,0.197768375,0.000917461,0.207571328,0.014551458,0.019552793,0.229256898,4.989810944,0.599286616,0.000240898,0.006559218,0.249156013,1.09E-05
Sad,0,4.627017021,1.11E-05,0.000122482,0.074934147,0.144787326,0.002899576,2.08E-06,0.052426144,0.20859544,0.000955959,0.177656993,0.016752889,0.017330619,0.231914535,4.450360298,0.529512703,0.000132455,0.005513694,0.239346892,4.05E-06
Sad,0,5.778954983,1.17E-05,9.24E-05,0.074651577,0.146119207,0.002597496,1.99E-06,0.050771907,0.237626463,0.001125671,0.161351278,0.020601979,0.015287924,0.261561781,4.43823719,0.476910323,0.000102887,0.004488355,0.248811468,2.27E-06
Sad,0,7.218729973,1.17E-05,9.39E-05,0.069872826,0.143522665,0.003250905,2.15E-06,0.051366657,0.275013834,0.001295296,0.105488241,0.023786878,0.013062772,0.281210482,4.131502628,0.508286238,0.000135218,0.004591073,0.257321119,2.70E-06
Sad,0,8.061826706,1.08E-05,9.18E-05,0.060801074,0.147548765,0.003798682,2.15E-06,0.049880728,0.299128562,0.001203409,0.088070564,0.027641026,0.012613759,0.267275691,4.049072742,0.488995135,0.000221896,0.004396469,0.269949734,4.29E-06
Sad,0,9.266153336,9.67E-06,8.23E-05,0.059692703,0.138504788,0.004015829,1.96E-06,0.049471382,0.291285276,0.001327964,0.072406843,0.03007468,0.011982596,0.257538378,4.031987667,0.462551653,0.00037427,0.004121161,0.287816375,6.94E-06
Sad,0,10.85957146,7.85E-06,8.31E-05,0.057072598,0.152896062,0.003701938,1.98E-06,0.049871601,0.311439246,0.001354701,0.058611061,0.034529664,0.011880656,0.241286144,3.658686876,0.489588588,0.000636717,0.004154698,0.287451923,1.14E-05
Sad,0,10.90509796,7.64E-06,8.76E-05,0.050784491,0.172435805,0.004363497,1.77E-06,0.046729464,0.318681449,0.001227631,0.053551074,0.034540944,0.011313121,0.222089082,4.146657467,0.404414982,0.000996571,0.004265629,0.289642572,1.86E-05
Sad,0,11.76146603,7.97E-06,9.20E-05,0.048763119,0.169239268,0.006344337,1.75E-06,0.047460653,0.325048685,0.001228998,0.061082546,0.036913488,0.01173646,0.204230309,3.831911802,0.339269876,0.001592114,0.004358939,0.297286958,3.36E-05
Sad,0,12.20795155,8.44E-06,8.93E-05,0.047981244,0.178035483,0.008759099,1.74E-06,0.054738931,0.324283332,0.001313804,0.057644252,0.036287379,0.011423878,0.21107401,3.590394497,0.306624502,0.001667882,0.004254957,0.299173117,3.83E-05
Sad,0,12.80062103,9.30E-06,8.95E-05,0.042960104,0.182917014,0.008546149,1.45E-06,0.06791921,0.320207089,0.001308126,0.076323129,0.038573619,0.011747813,0.220072031,3.115767717,0.273922861,0.00254555,0.004198679,0.31709367,6.34E-05
Sad,0,12.5918932,9.24E-06,9.61E-05,0.03623328,0.170198739,0.004735461,1.32E-06,0.073572114,0.317597508,0.001319629,0.084784843,0.03439524,0.011262552,0.196772411,2.683694363,0.269750118,0.002718668,0.004407157,0.28621152,7.25E-05
Sad,0,13.40526867,9.31E-06,8.89E-05,0.038735259,0.179160669,0.006452005,1.19E-06,0.07341481,0.319310844,0.00141685,0.124774456,0.034874171,0.012115345,0.194207028,2.53541398,0.276679575,0.002262322,0.004078993,0.282951176,5.84E-05
Sad,0,14.286479,9.30E-06,8.52E-05,0.037977956,0.180255204,0.005499538,9.72E-07,0.069494165,0.304250479,0.001462455,0.176211283,0.028123658,0.012295178,0.209639356,2.299941063,0.323906064,0.002895611,0.003872797,0.288553268,8.50E-05
Sad,0,14.53116894,8.82E-06,8.06E-05,0.032958195,0.175091505,0.003954096,8.76E-07,0.073364384,0.300875664,0.001366567,0.259025991,0.026329705,0.012972382,0.217469916,2.247593403,0.352159232,0.002215897,0.003700198,0.320377916,6.54E-05
Sad,0,15.365242,9.24E-06,7.79E-05,0.035900813,0.17312108,0.00179993,8.24E-07,0.076896429,0.281331658,0.001359721,0.280006677,0.024920519,0.01316766,0.238829419,2.306386948,0.391563445,0.001628429,0.003590746,0.349007517,4.83E-05
Sad,0,15.6299963,8.94E-06,7.65E-05,0.045233741,0.171014354,0.001730276,8.19E-07,0.082033619,0.277734905,0.001397591,0.355192006,0.023661179,0.014051281,0.34379977,2.363201618,0.391865224,0.001067383,0.00360643,0.40200451,2.91E-05
Sad,0,14.92041111,7.23E-06,6.32E-05,0.052484218,0.183567479,0.003538236,8.99E-07,0.080172718,0.255539685,0.001303113,0.45172745,0.021319387,0.014788486,0.401611805,2.263902664,0.306992322,0.000492427,0.003175897,0.418868512,1.10E-05
Sad,0,15.4657383,6.04E-06,5.29E-05,0.062723473,0.224099934,0.004687092,9.40E-07,0.076455541,0.23365584,0.001293472,0.789412796,0.021438204,0.015601152,0.445150405,2.122400284,0.271333605,0.000226073,0.002796266,0.446792394,3.90E-06
Sad,0,15.27370453,5.46E-06,4.62E-05,0.084978357,0.266172409,0.006062099,8.06E-07,0.078356311,0.219045371,0.001287698,1.185217619,0.020325482,0.016856996,0.56886518,2.093641996,0.222335309,8.77E-05,0.002584948,0.487221599,1.21E-06
Sad,0,15.23719692,4.87E-06,4.41E-05,0.108648144,0.3415232,0.004956069,7.89E-07,0.093661293,0.206608355,0.001271774,2.121561527,0.019089488,0.018463256,0.732430458,2.093907356,0.172828943,6.39E-05,0.002572995,0.564511299,7.22E-07
Sad,0,14.64551926,4.27E-06,3.90E-05,0.127642781,0.425301164,0.003411423,8.09E-07,0.100159265,0.194493383,0.001136726,3.198041677,0.018031232,0.019219946,1.019122839,2.072025776,0.143615976,3.00E-05,0.002383133,0.649041772,2.62E-07
Sad,0,16.3230648,2.44E-06,3.03E-05,0.167450622,0.471491992,0.002227969,8.49E-07,0.105412498,0.182204768,0.001233576,4.38263607,0.018874148,0.019803422,1.48862195,2.077338457,0.101141371,1.53E-05,0.002034391,0.72135365,9.95E-08
Sad,0,18.45093727,1.84E-06,2.13E-05,0.212504208,0.523894846,0.002935185,8.48E-07,0.103097506,0.165528446,0.001232002,5.476477146,0.016981345,0.020600641,2.022179127,2.047500849,0.08569885,8.72E-06,0.001561518,0.855584621,4.58E-08
Sad,0,18.8982029,1.42E-06,1.74E-05,0.272327423,0.706646085,0.003565938,7.91E-07,0.101660043,0.160951436,0.001162487,7.507343292,0.016881865,0.022005867,2.836158991,2.048119307,0.064487129,6.37E-06,0.001380825,1.065047383,2.74E-08
Sad,0,20.47896385,1.35E-06,1.42E-05,0.381972849,0.895502687,0.006629332,8.20E-07,0.097242028,0.154189676,0.001184802,7.641552925,0.016222917,0.022443479,3.711279392,2.150980234,0.062427241,8.80E-06,0.001183516,1.219409227,3.86E-08
Sad,0,21.71959877,1.17E-06,1.20E-05,0.537882745,1.162424684,0.005512606,8.81E-07,0.088095911,0.150181711,0.00123312,6.618059158,0.016618229,0.022346621,4.601769924,2.200850248,0.057682913,1.07E-05,0.001059034,1.366867542,4.57E-08
Sad,0,21.16640472,1.24E-06,1.21E-05,0.784504414,1.541063309,0.007140588,1.08E-06,0.094310157,0.14247641,0.001173693,5.729531288,0.016654922,0.023084939,7.251740932,2.418461084,0.044086002,1.43E-05,0.001076241,1.562701941,5.91E-08
Sad,0,22.35606194,1.14E-06,1.24E-05,0.856378257,1.924769402,0.005889544,1.13E-06,0.097003199,0.137302503,0.001220682,5.606029034,0.019141799,0.024098614,10.27807236,2.464507103,0.039141759,1.23E-05,0.001134113,1.657775402,4.62E-08
Sad,0,23.44028282,1.03E-06,1.13E-05,0.973258317,2.324727297,0.007091728,1.13E-06,0.105008066,0.125656053,0.001300514,5.537065506,0.018687412,0.024396308,12.18144989,2.474809408,0.035636608,1.43E-05,0.001072845,1.831131935,5.46E-08
Sad,0,23.77746201,8.92E-07,1.07E-05,1.227315426,2.957020998,0.009327837,1.18E-06,0.102585673,0.118713573,0.001321167,5.798608303,0.01717498,0.026872436,14.49199104,2.580697298,0.027852232,1.81E-05,0.001072117,2.086782217,6.76E-08
Sad,0,21.11808014,9.09E-07,1.00E-05,1.442318559,3.655084848,0.01254919,1.26E-06,0.097511262,0.109029904,0.001272029,5.825981617,0.016502736,0.029351272,16.77750778,2.660917759,0.021163136,1.61E-05,0.001056204,2.47180438,5.78E-08
Sad,0,20.46765137,9.29E-07,9.48E-06,1.548603773,4.545726299,0.012214663,1.33E-06,0.094882563,0.101696752,0.001207451,6.089717388,0.015680494,0.032107089,16.81700325,2.742507219,0.018512281,1.48E-05,0.00106421,2.863037109,4.89E-08
Sad,0,20.39093781,7.92E-07,9.27E-06,1.528892159,5.099527836,0.011679087,1.37E-06,0.101718068,0.090462603,0.001127827,6.086789131,0.014537894,0.036235854,18.753479,2.813337088,0.021826224,1.55E-05,0.001088966,3.347022057,4.82E-08
Sad,0,19.14034653,6.88E-07,7.83E-06,1.76052475,5.637067795,0.012877667,1.27E-06,0.113547221,0.081259355,0.001042075,6.06227684,0.01399109,0.042870551,21.85476494,2.930658102,0.021427087,1.28E-05,0.000982951,3.755314589,3.64E-08
Sad,0,18.25606155,5.93E-07,6.81E-06,1.483443618,5.758748055,0.013529534,1.22E-06,0.115605608,0.074791282,0.001011259,5.007600307,0.013282416,0.049031399,20.51709175,2.89931345,0.022177579,9.36E-06,0.000929865,4.106846333,2.47E-08
Sad,0,18.03082466,5.64E-07,6.21E-06,1.509811997,5.91133213,0.019243034,1.32E-06,0.108924121,0.071869113,0.000968452,6.598927021,0.011986665,0.053736784,21.94231415,2.958334446,0.025642514,9.17E-06,0.000896854,4.735075474,2.37E-08
Sad,0,17.33406448,5.44E-07,5.33E-06,1.660609961,5.755434036,0.02123319,1.46E-06,0.111679494,0.064933948,0.000913035,6.091882706,0.011349566,0.059860259,20.58415031,3.085175037,0.026014229,8.25E-06,0.000809823,5.526595116,1.91E-08
Sad,0,18.99578667,4.74E-07,4.58E-06,1.724772453,6.141160965,0.025362216,1.36E-06,0.112874709,0.061357308,0.000928794,6.005665779,0.011555492,0.068556093,21.94277,3.208830833,0.032224812,1.04E-05,0.000726843,6.569386482,2.28E-08
Sad,0,20.87019157,4.11E-07,4.10E-06,1.812502623,6.512685299,0.025122847,1.50E-06,0.117989309,0.057844255,0.000981802,5.765247345,0.01206997,0.075777739,23.0866394,3.339538813,0.035910189,1.72E-05,0.000675356,7.484494686,3.50E-08
Sad,0,22.75065231,3.86E-07,4.09E-06,1.839936495,6.687990665,0.032444205,1.76E-06,0.120796852,0.054965731,0.000993404,6.223059177,0.012532712,0.086728573,22.81509399,3.584717512,0.04740832,3.31E-05,0.000677749,8.580900192,7.10E-08
Sad,0,23.62546349,3.20E-07,4.01E-06,1.844933033,7.145421982,0.05854328,2.09E-06,0.125263035,0.049795646,0.001026921,6.464745998,0.012622831,0.097928494,26.44016266,3.408228874,0.046947971,4.78E-05,0.000675328,9.980126381,1.03E-07
Sad,0,26.32705116,2.64E-07,3.73E-06,2.029000521,8.678310394,0.050650846,2.16E-06,0.133458078,0.045072701,0.001110604,7.340786457,0.014311255,0.117959864,28.95748711,3.557752371,0.049065158,9.92E-05,0.00063851,12.67325687,2.08E-07
Sad,0,26.56615639,2.24E-07,3.67E-06,2.151343584,10.05015469,0.030636398,2.03E-06,0.128543898,0.040496439,0.001110311,7.678910255,0.014644218,0.136454448,32.51426315,3.591421366,0.045619894,0.000160483,0.000643355,14.91222191,3.36E-07
Sad,0,28.00791931,1.86E-07,3.63E-06,2.550154448,12.45302391,0.016571296,2.23E-06,0.132218614,0.038221173,0.001142777,8.962386131,0.01809475,0.151484117,34.20999527,3.589962959,0.050014179,0.000320347,0.000635711,17.08639145,6.69E-07
Sad,0,30.09809494,1.77E-07,4.10E-06,3.331974983,15.74690151,0.012230001,2.29E-06,0.128875867,0.03272837,0.001262611,9.009420395,0.020929897,0.170427531,41.51106644,3.813593388,0.052208051,0.00098795,0.000695798,18.60491371,2.32E-06
Sad,0,32.5562706,1.50E-07,4.08E-06,4.209555626,19.6466732,0.0094565,2.68E-06,0.136327475,0.031301036,0.001430396,9.54953289,0.023852739,0.191553727,47.53479385,4.038428307,0.057940762,0.001597267,0.000684613,20.29479218,3.87E-06
Sad,0,37.13232422,1.32E-07,3.70E-06,4.704404831,22.86806488,0.008769821,2.49E-06,0.149037004,0.02882682,0.001614598,9.913427353,0.028790729,0.21046105,50.72675705,4.075261593,0.054921713,0.001864775,0.000595092,20.26948738,4.33E-06
Sad,0,41.75988007,1.42E-07,3.95E-06,5.574809074,26.76259613,0.005583879,2.44E-06,0.16624856,0.02847296,0.001933464,8.55680275,0.036293402,0.229272932,53.43238831,3.896370411,0.049011588,0.00164886,0.000600111,22.01862717,3.32E-06
Sad,0,50.76807404,1.48E-07,4.05E-06,6.682918549,29.47900009,0.002430168,2.74E-06,0.195718095,0.027523344,0.002348789,8.666277885,0.041294944,0.241020486,54.12944031,4.066075802,0.05139761,0.001831803,0.000564061,23.14350891,3.24E-06
Sad,0,58.06627274,1.66E-07,4.42E-06,6.643565655,32.58943939,0.00066243,3.00E-06,0.220648587,0.025975218,0.002894311,7.061612606,0.049634576,0.244327992,55.20389557,4.137339115,0.05873739,0.002324859,0.000565385,24.18995667,4.31E-06
Sad,0,64.23163605,1.89E-07,4.78E-06,8.121911049,35.37776184,0.000225937,3.89E-06,0.281719178,0.024896843,0.003486623,5.711462498,0.059794348,0.238736153,57.62714386,4.218488216,0.067010902,0.005142716,0.000550964,22.83119774,1.03E-05
Sad,0,69.95323181,2.46E-07,5.72E-06,8.728628159,33.94192886,2.79E-05,3.38E-06,0.362255126,0.024022223,0.004993495,3.665062189,0.069625519,0.231126249,52.35380936,4.096643448,0.084596902,0.010426472,0.000589612,20.27750397,2.45E-05
Sad,0,72.83973694,3.92E-07,7.23E-06,8.139399529,30.06483269,3.95E-06,3.00E-06,0.452478558,0.023839712,0.007186088,1.810108185,0.078869157,0.204989776,49.72710037,3.49839139,0.109746739,0.014219683,0.000663365,17.58156586,4.31E-05
Sad,0,73.99623108,6.17E-07,9.53E-06,8.454628944,25.79233932,5.02E-07,2.90E-06,0.542687893,0.0248108,0.010877455,0.908259511,0.098236121,0.170836911,38.84903336,2.998086929,0.122167468,0.033086073,0.000776132,13.26766205,0.000144795
Sad,0,76.13452148,9.86E-07,1.14E-05,9.360856056,20.30293274,8.91E-07,2.47E-06,0.640974343,0.024847945,0.016827608,0.451207966,0.116198979,0.135282755,32.58586502,2.629403353,0.148324996,0.089935429,0.000830528,9.882725716,0.000646738
Sad,0,76.85322571,1.73E-06,1.45E-05,8.808526993,13.43567085,1.27E-06,1.95E-06,0.772158742,0.029394595,0.026640574,0.169041619,0.141417816,0.101681791,25.46622086,2.148637056,0.174286097,0.248678654,0.000959175,7.386408806,0.003060275
Sad,0,77.07931519,3.45E-06,1.92E-05,7.411709309,7.926069736,3.97E-06,1.70E-06,0.887198448,0.032901276,0.040417373,0.067169346,0.172341287,0.075613238,17.35810852,1.744627714,0.256845802,0.69720602,0.001118912,5.262861252,0.017431531
Sad,0,77.28839874,4.97E-06,2.15E-05,6.214162827,3.790124178,2.47E-06,1.63E-06,1.215053439,0.040576234,0.06772846,0.024346977,0.233901396,0.054577686,12.2083168,1.491193771,0.355512977,1.34985435,0.001146957,3.842164993,0.054834988
Sad,0,77.51953125,9.70E-06,2.67E-05,5.015989304,1.575622916,2.61E-06,1.57E-06,1.513268948,0.045846626,0.105805583,0.012857103,0.277190924,0.038634747,7.044555664,1.174120903,0.613235533,1.999132156,0.001268436,2.891340494,0.139458835
Sad,0,78.82608795,1.87E-05,3.41E-05,4.289386272,0.709702671,1.98E-06,1.49E-06,1.973147392,0.055546246,0.168460339,0.007957795,0.306197107,0.028127709,4.22198534,0.926290512,0.97141403,2.922082186,0.001419074,2.006938457,0.311691314
Sad,0,79.06534576,3.47E-05,4.13E-05,3.416858435,0.272587299,1.33E-06,1.53E-06,2.746376276,0.062978923,0.264813691,0.004746498,0.388119578,0.019785719,2.4968431,0.66885668,1.265213728,3.280823231,0.00152911,1.423587322,0.448435336
Sad,0,81.23171234,5.92E-05,5.10E-05,2.657355785,0.129475027,1.61E-06,1.54E-06,3.723682165,0.069699749,0.4474729,0.003779881,0.446075886,0.013735753,1.314626575,0.509789765,2.452661753,3.53595829,0.001648338,0.98087424,0.60742712
Sad,0,80.93692017,0.000107468,5.64E-05,2.264565945,0.059145942,1.90E-06,1.76E-06,4.916227818,0.076176964,0.74708271,0.003584393,0.560586929,0.010000105,0.843453705,0.373200417,4.468307972,2.473331451,0.001672839,0.684837401,0.537188053
Sad,0,80.19638824,0.000207926,6.58E-05,1.954159141,0.030101702,1.44E-06,1.70E-06,6.404606342,0.089013427,1.237733722,0.003479087,0.614780724,0.006981616,0.510280728,0.277256429,7.570295334,1.98930943,0.001790344,0.466169477,0.468068719
